    6.385592E+00  9.951212E-01 
    6.385639E+00  9.974031E-01 
    6.385689E+00  9.994699E-01 
    6.385745E+00  1.000943E+00 
    6.385805E+00  1.001660E+00 
    6.385870E+00  1.002001E+00 
    6.385941E+00  1.002126E+00 
    6.386014E+00  1.002252E+00 
    6.386095E+00  1.002325E+00 
    6.386178E+00  1.002399E+00 
    6.386267E+00  1.002474E+00 
    6.386353E+00  1.002495E+00 
    6.386435E+00  1.002569E+00 
    6.386512E+00  1.002587E+00 
    6.386586E+00  1.002605E+00 
    6.386657E+00  1.002622E+00 
    6.386722E+00  1.002692E+00 
    6.386785E+00  1.002707E+00 
    6.386843E+00  1.002721E+00 
    6.386896E+00  1.002733E+00 
    6.386946E+00  1.002745E+00 
    6.386992E+00  1.002756E+00 
    6.387035E+00  1.002767E+00 
    6.387073E+00  1.002776E+00 
    6.387108E+00  1.002784E+00 
    6.387138E+00  1.002791E+00 
    6.387174E+00  1.002854E+00 
    6.387212E+00  1.002863E+00 
    6.387253E+00  1.002873E+00 
    6.387300E+00  1.002884E+00 
    6.387349E+00  1.002896E+00 
    6.387403E+00  1.002909E+00 
    6.387459E+00  1.002923E+00 
    6.387519E+00  1.002937E+00 
    6.387583E+00  1.002952E+00 
    6.387651E+00  1.002969E+00 
    6.387723E+00  1.002986E+00 
    6.387798E+00  1.003004E+00 
    6.387878E+00  1.003023E+00 
    6.387961E+00  1.003043E+00 
    6.388047E+00  1.003064E+00 
    6.388138E+00  1.003085E+00 
    6.388232E+00  1.003108E+00 
    6.388330E+00  1.003132E+00 
    6.388431E+00  1.003156E+00 
    6.388537E+00  1.003181E+00 
    6.388646E+00  1.003207E+00 
    6.388759E+00  1.003234E+00 
    6.388876E+00  1.003262E+00 
    6.388996E+00  1.003291E+00 
    6.389120E+00  1.003267E+00 
    6.389249E+00  1.003298E+00 
    6.389380E+00  1.003329E+00 
    6.389516E+00  1.003362E+00 
    6.389655E+00  1.003395E+00 
    6.389798E+00  1.003375E+00 
    6.389935E+00  1.003408E+00 
    6.390067E+00  1.003439E+00 
    6.390193E+00  1.003415E+00 
    6.390314E+00  1.003444E+00 
    6.390430E+00  1.003472E+00 
    6.390542E+00  1.003445E+00 
    6.390646E+00  1.003470E+00 
    6.390748E+00  1.003440E+00 
    6.390843E+00  1.003463E+00 
    6.390931E+00  1.003430E+00 
    6.391017E+00  1.003396E+00 
    6.391096E+00  1.003415E+00 
    6.391170E+00  1.003378E+00 
    6.391238E+00  1.003394E+00 
    6.391302E+00  1.003356E+00 
    6.391359E+00  1.003315E+00 
    6.391413E+00  1.003274E+00 
    6.391459E+00  1.003231E+00 
    6.391501E+00  1.003186E+00 
    6.391546E+00  1.003089E+00 
    6.391596E+00  1.003101E+00 
    6.391643E+00  1.003166E+00 
    6.391684E+00  1.003284E+00 
    6.391726E+00  1.003457E+00 
    6.391773E+00  1.003631E+00 
    6.391821E+00  1.003804E+00 
    6.391864E+00  1.003868E+00 
    6.391903E+00  1.003932E+00 
    6.391945E+00  1.003942E+00 
    6.391993E+00  1.003954E+00 
    6.392045E+00  1.004020E+00 
    6.392102E+00  1.004034E+00 
    6.392163E+00  1.003994E+00 
    6.392229E+00  1.004010E+00 
    6.392300E+00  1.004027E+00 
    6.392375E+00  1.004044E+00 
    6.392455E+00  1.004063E+00 
    6.392538E+00  1.004083E+00 
    6.392628E+00  1.004105E+00 
    6.392721E+00  1.004073E+00 
    6.392819E+00  1.004096E+00 
    6.392922E+00  1.004121E+00 
    6.393030E+00  1.004146E+00 
    6.393142E+00  1.004119E+00 
    6.393259E+00  1.004146E+00 
    6.393381E+00  1.004175E+00 
    6.393507E+00  1.004151E+00 
    6.393639E+00  1.004182E+00 
    6.393773E+00  1.004160E+00 
